ID;Bezeichnung;Quelle;Reifegrad;IoT;Cyber Physical System;Cloud Computing;Machine Learning;DLT (Distributed Ledger);Mobile based systems;Anbieter;Technologie;Maturity Index;Strategische Ziele;Branche;Funktion;SCOR1;Unterprozess
203;"smartLines" ist ein Maschinendatenerfassungssystem. dessen kuenstliche Intelligenz Daten selbststaendig analyisert. Verbindungen zwischen scheinbar unabhaengigen Datensaetzen herstellt. Prognosen erstellt und Loesungsvorschlaege liefert.;https://www.plattform-i40.de/PI40/Redaktion/DE/Anwendungsbeispiele/392-vimasoft-smartlines/beitrag-vimasoft.html;Nutzung;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;Vimasoft (http://www.smartlines.de/ki.html);Kuenstliche Intelligenz;Prognosefaehigkeit;Produkt- & Dienstleistungseigenschaften;Mehrere Branchen moeglich;Prognose;Plan;Plan3:
203;"smartLines" ist ein Maschinendatenerfassungssystem. dessen kuenstliche Intelligenz Daten selbststaendig analyisert. Verbindungen zwischen scheinbar unabhaengigen Datensaetzen herstellt. Prognosen erstellt und Loesungsvorschlaege liefert.;https://www.plattform-i40.de/PI40/Redaktion/DE/Anwendungsbeispiele/392-vimasoft-smartlines/beitrag-vimasoft.html;Nutzung;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;Vimasoft (http://www.smartlines.de/ki.html);Kuenstliche Intelligenz;Prognosefaehigkeit;Durchsichtigkeit;Mehrere Branchen moeglich;Prognose;Plan;Plan3:
204;"EMMA" als Softwareloesung von ABB  zur Uebersicht aller Energieverbraeuche von Schiffen und Empfehlung von Massnahmen um diese zu optimieren. Machine Learning wird eingesetzt um von Erfahrungswerten durch Wetter. etc. zu profitieren;https://www.plattform-i40.de/PI40/Redaktion/DE/Anwendungsbeispiele/177-emma-advisory-suite/beitrag-emma-advisory-suite.html;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;ABB (http://www04.abb.com/global/abbzh/abbzh251.nsf!OpenDatabase&db=/global/abbzh/abbzh250.nsf&v=553E&e=us&url=/global/seitp/seitp202.nsf/0/B1B7557DEEF4CF71C1257E27002648B7!OpenDocument);Passive Zustandsueberwachung;Transparenz;Unternehmenskommunikation;Schifffahrt;Datenerfassung;Make;Enable1-2:
205;FAG SmartCheck und FAG GreaseCheck ueberwacht E-Motor. welcher Kennwerte zu Drehzahl. Temperatur. Schwingung. etc. an Steuerung liefert und bei Abweichungen zwischen Ist- und Soll-Zustand selbststaendig eine Wartungsaktion ausloest;https://www.plattform-i40.de/PI40/Redaktion/DE/Anwendungsbeispiele/141-autonome-instandhaltung-industrie-4-0-selbststeuernde-maschinenueberwachung/beitrag-autonome-instandhaltung-industrie-4-0-selbststeuernde-maschinenueberwachung.html;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Schaeffler (https://www.schaeffler.ch/content.schaeffler.ch/de/produkte-und-loesungen/industrie/industrie-4.0/kundenprojekte-geschaeftsmodelle/instandhaltung-4.0-distributionszentrum-mitte/index.jsp);Reaktive Zustandsueberwachung;Transparenz;Kosten;Anlagen- und Maschinenbau;Zustandsbestimmung;Enable;Enable1-2:
205;FAG SmartCheck und FAG GreaseCheck ueberwacht E-Motor. welcher Kennwerte zu Drehzahl. Temperatur. Schwingung. etc. an Steuerung liefert und bei Abweichungen zwischen Ist- und Soll-Zustand selbststaendig eine Wartungsaktion ausloest;https://www.plattform-i40.de/PI40/Redaktion/DE/Anwendungsbeispiele/141-autonome-instandhaltung-industrie-4-0-selbststeuernde-maschinenueberwachung/beitrag-autonome-instandhaltung-industrie-4-0-selbststeuernde-maschinenueberwachung.html;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Schaeffler (https://www.schaeffler.ch/content.schaeffler.ch/de/produkte-und-loesungen/industrie/industrie-4.0/kundenprojekte-geschaeftsmodelle/instandhaltung-4.0-distributionszentrum-mitte/index.jsp);Reaktive Zustandsueberwachung;Transparenz;Prozessqualitaet;Anlagen- und Maschinenbau;Zustandsbestimmung;Enable;Enable1-2:
206;MMO (Mobile objects management) eberwacht. navigiert und steuert Industriefahrzeuge in Echtzeit. Die Wegeplanung abseits von Straßen sowie eine praezise Geolokalisierung und Navigation werden moeglich. Zusaetzlich wird Condition monitoring gemacht;https://www.plattform-i40.de/PI40/Redaktion/DE/Anwendungsbeispiele/316-deutsche-telekom-mobile-objects-management/beitrag-deutsche-telekom-mobile-objects-management.html;Prototyp;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;Telecom;Passive Zustandsueberwachung;Sichtbarkeit;Sicherheit;Logistik & Post;Datenerfassung;Enable;Enable1-2:
207;RFID von Bosch ermoeglicht eine genaue Identifizierung. Lokalisierung und Transparenz der Lieferkette;https://www.produktion.de/trends-innovationen/wie-bmw-und-bosch-mehr-transparenz-in-der-intralogistik-schaffen-245.html;Pilotanwendung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;Bosch (https://www.bosch.de/);Auto-ID;Sichtbarkeit;Produkt- & Dienstleistungseigenschaften;Automobil & -zulieferer;Verifizierung;Source;Source4-6:
208;Entwicklung von energieeffizienten und intelligenten gewerblichen Gebaeuden mit intelligenter Lichtsteuerung und -ueberwachung des (Licht-)Betriebs um Einsparungen zu erzielen.;https://www.licht.de/fileadmin/Publikationen_Downloads/2002_lw09_Sanierung_web.pdf;Etabliert;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;*noch nicht eingetragen*;IaaS (Infrastruktur im Allgemeinen);Konnektivitaet;Nachhaltigkeit;Mehrere Branchen moeglich;Unterstuetzung der MA;Enable;Enable9-11:
208;Entwicklung von energieeffizienten und intelligenten gewerblichen Gebaeuden mit intelligenter Lichtsteuerung und -ueberwachung des (Licht-)Betriebs um Einsparungen zu erzielen.;https://www.licht.de/fileadmin/Publikationen_Downloads/2002_lw09_Sanierung_web.pdf;Etabliert;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;*noch nicht eingetragen*;IaaS (Infrastruktur im Allgemeinen);Konnektivitaet;Ergonomie;Mehrere Branchen moeglich;Unterstuetzung der MA;Enable;Enable9-11:
333;Lagerlogistik: Drohnen erledigen Inventur bei Rigterink;https://logistra.de/news/nfz-fuhrpark-lagerlogistik-intralogistik-lagerlogistik-drohnen-erledigen-inventur-bei-rigterink-14193.html;Pilotanwendung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;doks. innovation GmbH;Unbemanntes Luftfahrzeug;Adaptierbarkeit;Kosten;Logistik & Post;Datenerfassung;Make;Make6-8:
334;JD.com liefert mit Drohnen in abgelegene Gebiete Chinas;https://www.bloomberg.com/news/features/2018-07-03/china-s-on-the-fast-track-to-making-uav-drone-deliveries;Pilotanwendung;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;JD (https://global.jd.com/);Unbemanntes Luftfahrzeug;Adaptierbarkeit;Kundenbeziehung;Logistik & Post;Transport;Deliver;Deliver12:
334;JD.com liefert mit Drohnen in abgelegene Gebiete Chinas;https://www.bloomberg.com/news/features/2018-07-03/china-s-on-the-fast-track-to-making-uav-drone-deliveries;Pilotanwendung;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;JD (https://global.jd.com/);Unbemanntes Luftfahrzeug;Adaptierbarkeit;Prozessdauer;Logistik & Post;Transport;Deliver;Deliver12:
335;DHL liefert Medikamente per Drohne in Afrika;https://vision-mobility.de/news/logistik-dhl-liefert-medikamente-per-drohne-1955.html;Pilotanwendung;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Wingcopter (https://wingcopter.com/);Unbemanntes Luftfahrzeug;Transparenz;Produkt- & Dienstleistungseigenschaften;Logistik & Post;Transport;Deliver;Enable9-11:
335;DHL liefert Medikamente per Drohne in Afrika;https://vision-mobility.de/news/logistik-dhl-liefert-medikamente-per-drohne-1955.html;Pilotanwendung;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Wingcopter (https://wingcopter.com/);Unbemanntes Luftfahrzeug;Transparenz;Kundenbeziehung;Logistik & Post;Transport;Deliver;Enable9-11:
385;3D-Druck von Gasturbinen-Komponenten bei Siemens (Berlin);https://www.plattform-i40.de/PI40/Redaktion/EN/Use-Cases/012-3d-printing-of-gas-turbine-components/article-3d-printing-of-gas-turbine-components.html;Pilotanwendung;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;Materials Solutions (http://materialssolutions.co.uk/;Additive Fertigung;Konnektivitaet;Prozessdauer;Energie. Versorgung;Herstellung;Make;Make4:
385;3D-Druck von Gasturbinen-Komponenten bei Siemens (Berlin);https://www.plattform-i40.de/PI40/Redaktion/EN/Use-Cases/012-3d-printing-of-gas-turbine-components/article-3d-printing-of-gas-turbine-components.html;Pilotanwendung;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;Materials Solutions (http://materialssolutions.co.uk/;Additive Fertigung;Konnektivitaet;Produkt- & Dienstleistungseigenschaften;Energie. Versorgung;Herstellung;Make;Make4:
386;Forschungsprojekt SARTRE  zum Vehicle Platooning als neues Mobilitaetskonzept;https://www.sp.se/en/press/news/releases/Sidor/20110117.aspx;Forschungsprojekt;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Volvo Cars mit SP Technical Research Institute of Sweden und Ricardo plc (https://www.media.volvocars.com/at/de-at/media/pressreleases/41738) / (https://www.sp.se/en/press/news/releases/Sidor/20110117.aspx) / (https://ricardo.com);Autonome Fahrzeuge;Konnektivitaet;Sicherheit;Logistik & Post;Transport;Deliver;Source4-6:
386;Forschungsprojekt SARTRE  zum Vehicle Platooning als neues Mobilitaetskonzept;https://www.sp.se/en/press/news/releases/Sidor/20110117.aspx;Forschungsprojekt;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Volvo Cars mit SP Technical Research Institute of Sweden und Ricardo plc (https://www.media.volvocars.com/at/de-at/media/pressreleases/41738) / (https://www.sp.se/en/press/news/releases/Sidor/20110117.aspx) / (https://ricardo.com);Autonome Fahrzeuge;Konnektivitaet;Nachhaltigkeit;Logistik & Post;Transport;Deliver;Source4-6:
387;Neues Mobilitaetskonzept Vehicle Platooning von DB Schenker;https://www.tir-transnews.ch/fazit-nach-praxistest-%C2%ADplatooning-hat-potenzial/;Forschungsprojekt;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;MAN Truck & Bus mit DB Schenker und Hochschule Fresenius (https://www.truck.man.eu/de/de/man-welt/man-in-deutschland/presse-und-medien/Platooning-in-der-Logistikbranche_-Forscher-sehen-nach-Tests-grosse-Potenziale-im-realen-Betrieb-372998.html);Autonome Fahrzeuge;Konnektivitaet;Sicherheit;Logistik & Post;Transport;Deliver;Deliver4-7:
387;Neues Mobilitaetskonzept Vehicle Platooning von DB Schenker;https://www.tir-transnews.ch/fazit-nach-praxistest-%C2%ADplatooning-hat-potenzial/;Forschungsprojekt;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;MAN Truck & Bus mit DB Schenker und Hochschule Fresenius (https://www.truck.man.eu/de/de/man-welt/man-in-deutschland/presse-und-medien/Platooning-in-der-Logistikbranche_-Forscher-sehen-nach-Tests-grosse-Potenziale-im-realen-Betrieb-372998.html);Autonome Fahrzeuge;Konnektivitaet;Nachhaltigkeit;Logistik & Post;Transport;Deliver;Deliver4-7:
388;Einsatz der Llamasoft Software bei Schneider zur Routenoptimierung;https://emerj.com/ai-sector-overviews/artificial-intelligence-in-supply-chain-management-current-possibilities-and-applications/;Etabliert;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;Llamasoft (https://llamasoft.com/schneider-electric-selects-llamasoft-supply-chain-guru/);PaaS & SaaS (Platform & Software);Prognosefaehigkeit;Kosten;Logistik & Post;Planung;Plan;Plan3:
388;Einsatz der Llamasoft Software bei Schneider zur Routenoptimierung;https://emerj.com/ai-sector-overviews/artificial-intelligence-in-supply-chain-management-current-possibilities-and-applications/;Etabliert;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;Llamasoft (https://llamasoft.com/schneider-electric-selects-llamasoft-supply-chain-guru/);PaaS & SaaS (Platform & Software);Prognosefaehigkeit;Nachhaltigkeit;Logistik & Post;Planung;Plan;Plan3:
389;Self-Learning Warehouse von Swisslog;https://emerj.com/ai-sector-overviews/artificial-intelligence-in-supply-chain-management-current-possibilities-and-applications/;Prototyp;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;Swisslog (https://www.swisslog.com/de-de/logistics-automation/industry-40/artificial-intelligence-ai-machine-learning-warehouse);Kuenstliche Intelligenz;Adaptierbarkeit;Prozessqualitaet;Logistik & Post;Prognose;Deliver;Make3:
390;Einsatz von Sensoren bei der Batterieproduktion von GE in Schenectady. NY;https://www.computerweekly.com/de/tipp/Intelligente-Sensoren-veraendern-das-Supply-Chain-Management-SCM;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;*noch nicht eingetragen*;Smarte Sensoren;Sichtbarkeit;Prozessqualitaet;Elektronik/Elektro;Datenerfassung;Make;Make4:
390;Einsatz von Sensoren bei der Batterieproduktion von GE in Schenectady. NY;https://www.computerweekly.com/de/tipp/Intelligente-Sensoren-veraendern-das-Supply-Chain-Management-SCM;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;*noch nicht eingetragen*;Smarte Sensoren;Sichtbarkeit;Sicherheit;Elektronik/Elektro;Datenerfassung;Make;Make4:
391;Verkehrskonzept Cargo sous terrain;https://www.solothurnerzeitung.ch/solothurn/thal-gaeu/cargo-sous-terrain-plant-den-guetertransport-der-zukunft-von-olten-aus-134118723;Forschungsprojekt;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Cargo Sous Terrain (https://www.cst.ch/);Autonome Transportsysteme;Adaptierbarkeit;Prozessdauer;Logistik & Post;Transport;Deliver;Deliver12:
391;Verkehrskonzept Cargo sous terrain;https://www.solothurnerzeitung.ch/solothurn/thal-gaeu/cargo-sous-terrain-plant-den-guetertransport-der-zukunft-von-olten-aus-134118723;Forschungsprojekt;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Cargo Sous Terrain (https://www.cst.ch/);Autonome Transportsysteme;Adaptierbarkeit;Nachhaltigkeit;Logistik & Post;Transport;Deliver;Deliver12:
392;Verkehrskonzept CargoCap Guetertransport unter der Erde;https://www.antriebspunkt.de/verkehrssysteme/cargocap/;Forschungsprojekt;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Cargo Cap (http://www.cargocap.de/content/technik);Autonome Transportsysteme;Adaptierbarkeit;Ordnung & Sauberkeit;Logistik & Post;Transport;Deliver;Deliver12:
392;Verkehrskonzept CargoCap Guetertransport unter der Erde;https://www.antriebspunkt.de/verkehrssysteme/cargocap/;Forschungsprojekt;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Cargo Cap (http://www.cargocap.de/content/technik);Autonome Transportsysteme;Adaptierbarkeit;Nachhaltigkeit;Logistik & Post;Transport;Deliver;Deliver12:
393;Continuous Mixing Technology Pfizer manufacturing Deutschland GmbH;https://www.i40-bw.de/de/100orte/pfizer-manufacturing-deutschland-gmbh/;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;Eigenentwicklung;Smart SCM;Transparenz;Unternehmenskommunikation;Pharma;Herstellung;Make;Make4:
393;Continuous Mixing Technology Pfizer manufacturing Deutschland GmbH;https://www.i40-bw.de/de/100orte/pfizer-manufacturing-deutschland-gmbh/;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;Eigenentwicklung;Smart SCM;Transparenz;Prozessqualitaet;Pharma;Herstellung;Make;Make4:
394;Mediamarkt-Lieferung mittels Starship Technologies Roboter;https://www.handelsblatt.com/unternehmen/handel-konsumgueter/media-markt-begeisterte-selfies-mit-dem-lieferroboter/14622686-2.html?ticket=ST-1100394-3Zfp1mRU9dL0k07hGXnB-ap6;Pilotanwendung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Starship Technologies (https://www.starship.xyz/business/);Autonome Fahrzeuge;Adaptierbarkeit;Image & Reputation;Retail;Transport;Deliver;Deliver12:
394;Mediamarkt-Lieferung mittels Starship Technologies Roboter;https://www.handelsblatt.com/unternehmen/handel-konsumgueter/media-markt-begeisterte-selfies-mit-dem-lieferroboter/14622686-2.html?ticket=ST-1100394-3Zfp1mRU9dL0k07hGXnB-ap6;Pilotanwendung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Starship Technologies (https://www.starship.xyz/business/);Autonome Fahrzeuge;Adaptierbarkeit;Kosten;Retail;Transport;Deliver;Deliver12:
395;Bosch Ueberwachung von Schmiermitteln und Filtern bei der Produktion von Hydraulikventilen in der Industrie 4.0;https://blog.bosch-si.com/industry40/industry-4-0-10-use-cases-for-software-in-connected-manufacturing/;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Bosch (https://blog.bosch-si.com/industry40/industry-4-0-10-use-cases-for-software-in-connected-manufacturing/);Smarte Sensoren;Sichtbarkeit;Nachhaltigkeit;Anlagen- und Maschinenbau;Zustandsbestimmung;Make;Make4:
395;Bosch Ueberwachung von Schmiermitteln und Filtern bei der Produktion von Hydraulikventilen in der Industrie 4.0;https://blog.bosch-si.com/industry40/industry-4-0-10-use-cases-for-software-in-connected-manufacturing/;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Bosch (https://blog.bosch-si.com/industry40/industry-4-0-10-use-cases-for-software-in-connected-manufacturing/);Smarte Sensoren;Sichtbarkeit;Prozessqualitaet;Anlagen- und Maschinenbau;Zustandsbestimmung;Make;Make4:
396;Automatisierte Kuehllagerlogistik bei F. Hoffmann-La Roche;https://www.swisslog.com/de-de/logistik-automatisierung-intralogistik/fallstudien-und-downloads/fallstudien-referenzen-kundenprojekte/2016/07/roche-kaiseraugst;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Swisslog (https://www.swisslog.com/de-de/logistics-automation/industry-40/artificial-intelligence-ai-machine-learning-warehouse);Passive Zustandsueberwachung;Sichtbarkeit;Prozessqualitaet;Pharma;Datenerfassung;Make;Make6-8:
396;Automatisierte Kuehllagerlogistik bei F. Hoffmann-La Roche;https://www.swisslog.com/de-de/logistik-automatisierung-intralogistik/fallstudien-und-downloads/fallstudien-referenzen-kundenprojekte/2016/07/roche-kaiseraugst;Nutzung;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;Swisslog (https://www.swisslog.com/de-de/logistics-automation/industry-40/artificial-intelligence-ai-machine-learning-warehouse);Passive Zustandsueberwachung;Sichtbarkeit;Produkt- & Dienstleistungseigenschaften;Pharma;Datenerfassung;Make;Make6-8:
397;Einsatz von Digital Twins bei der NASA;https://www.forbes.com/sites/bernardmarr/2019/04/23/7-amazing-examples-of-digital-twin-technology-in-practice/#1ed296ce6443;Nutzung;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;NASA (https://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/20120008178.pdf);Digital Twin;Prognosefaehigkeit;Produkt- & Dienstleistungseigenschaften;Aerospace & Defence;Prognose;Plan;Make1-2:
398;Einsatz von Digital Twins bei Chevron;https://www.forbes.com/sites/bernardmarr/2019/04/23/7-amazing-examples-of-digital-twin-technology-in-practice/#;Nutzung;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;Chevron (https://www.chevron.com/);Digital Twin;Prognosefaehigkeit;Nachhaltigkeit;Oel & Gas;Prognose;Make;Make1-2:
398;Einsatz von Digital Twins bei Chevron;https://www.forbes.com/sites/bernardmarr/2019/04/23/7-amazing-examples-of-digital-twin-technology-in-practice/#;Nutzung;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;Chevron (https://www.chevron.com/);Digital Twin;Prognosefaehigkeit;Kosten;Oel & Gas;Prognose;Make;Make1-2:
399;Einsatz von Digtial Twins in der Windfarm Arctic Wind;https://www.industr.com/de/digital-twin-weiter-gedacht-2356498;Pilotanwendung;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;SAP (https://news.sap.com/germany/2016/10/iot-in-der-arktik/);Digital Twin;Prognosefaehigkeit;Nachhaltigkeit;Energie. Versorgung;Prognose;Make;Make1-2:
399;Einsatz von Digtial Twins in der Windfarm Arctic Wind;https://www.industr.com/de/digital-twin-weiter-gedacht-2356498;Pilotanwendung;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;SAP (https://news.sap.com/germany/2016/10/iot-in-der-arktik/);Digital Twin;Prognosefaehigkeit;Produkt- & Dienstleistungseigenschaften;Energie. Versorgung;Prognose;Make;Make1-2:
400;Simulating Singapore mit Digital Twins (3DEXPERIENCity);https://www.ns-businesshub.com/technology/digital-twin-examples-formula1-singapore/;Forschungsprojekt;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;Dassault Systemes mit National Research Foundation (https://blogs.3ds.com/perspectives/forbes-manufacturing-digital-twin/);Digital Twin;Prognosefaehigkeit;Image & Reputation;Oeffentliche Verwaltung;Prognose;Enable;Enable9-11:
400;Simulating Singapore mit Digital Twins (3DEXPERIENCity);https://www.ns-businesshub.com/technology/digital-twin-examples-formula1-singapore/;Forschungsprojekt;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;Dassault Systemes mit National Research Foundation (https://blogs.3ds.com/perspectives/forbes-manufacturing-digital-twin/);Digital Twin;Prognosefaehigkeit;Nachhaltigkeit;Oeffentliche Verwaltung;Prognose;Enable;Enable9-11:
401;Einsatz einer Presriptive Maintenance Software bei Saras;https://www.aspentech.com/en/resources/case-studies/prescriptive-maintenance-software-helps-saras-improve-business-performance;Nutzung;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;Aspentech (https://www.aspentech.com/en/resources/press-releases/saras-selects-aspen-mtell-prescriptive-maintenance-software);Proaktive Zustandsueberwachung;Prognosefaehigkeit;Kosten;Oel & Gas;Prognose;Plan;Plan1-2:
401;Einsatz einer Presriptive Maintenance Software bei Saras;https://www.aspentech.com/en/resources/case-studies/prescriptive-maintenance-software-helps-saras-improve-business-performance;Nutzung;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;Aspentech (https://www.aspentech.com/en/resources/press-releases/saras-selects-aspen-mtell-prescriptive-maintenance-software);Proaktive Zustandsueberwachung;Prognosefaehigkeit;Umsatz;Oel & Gas;Prognose;Plan;Plan1-2:
402;Produktverfolgung in Kombination mit IoT-Technologie bei Mazak. Japan;http://usecase.jmfrri.jp/#/en;Nutzung;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;Mazak (https://www.mazak.com/de/about-mazak/);Auto-ID;Sichtbarkeit;Ordnung & Sauberkeit;Werkzeugmaschinen;Verifizierung;Source;Source4-6:
402;Produktverfolgung in Kombination mit IoT-Technologie bei Mazak. Japan;http://usecase.jmfrri.jp/#/en;Nutzung;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;Mazak (https://www.mazak.com/de/about-mazak/);Auto-ID;Sichtbarkeit;Prozessdauer;Werkzeugmaschinen;Verifizierung;Source;Source4-6:
403;Automated Predicitve Analytics von Sorba;https://www.iotone.com/casestudy/automated-predicitive-analytics-for-steel-metals-industry/c1184;Etabliert;WAHR;WAHR;WAHR;WAHR;FALSCH;FALSCH;Siemens mit vmware (https://new.siemens.com/global/en/products/automation/systems/industrial/control-systems.html)  (https://www.vmware.com/ch/company/news/releases/2018/vmware-extends-edge-computing-and-iot-offering-082918.html);Proaktive Zustandsueberwachung;Prognosefaehigkeit;Kosten;Halbzeuge;Prognose;Make;Make4:
403;Automated Predicitve Analytics von Sorba;https://www.iotone.com/casestudy/automated-predicitive-analytics-for-steel-metals-industry/c1184;Etabliert;WAHR;WAHR;WAHR;WAHR;FALSCH;FALSCH;Siemens mit vmware (https://new.siemens.com/global/en/products/automation/systems/industrial/control-systems.html)  (https://www.vmware.com/ch/company/news/releases/2018/vmware-extends-edge-computing-and-iot-offering-082918.html);Proaktive Zustandsueberwachung;Prognosefaehigkeit;Prozessqualitaet;Halbzeuge;Prognose;Make;Make4:
404;Connected Transportation fuer Zuege von GE;https://www.iotone.com/casestudy/connected-transportation-a-smarter-brain-for-your-train-with-intel/c1151;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;Intel mit GE (https://www.intel.de/content/www/de/de/connected-transportation-logistics/connected-transportation-a-smarter-brain-for-your-train.html);Passive Zustandsueberwachung;Konnektivitaet;Kosten;Public Transport;Datenerfassung;Enable;Enable3:
404;Connected Transportation fuer Zuege von GE;https://www.iotone.com/casestudy/connected-transportation-a-smarter-brain-for-your-train-with-intel/c1151;Nutzung;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;Intel mit GE (https://www.intel.de/content/www/de/de/connected-transportation-logistics/connected-transportation-a-smarter-brain-for-your-train.html);Passive Zustandsueberwachung;Konnektivitaet;Produkt- & Dienstleistungseigenschaften;Public Transport;Datenerfassung;Enable;Enable3:
405;Vehicle Fleet Management Solution von Transcode;https://www.iotone.com/casestudy/transcode-creates-a-vehicle-fleet-management-solution-with-intel-iot-gateway/c1150;Nutzung;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;Intel mit Advantech (https://www.intel.de/content/www/de/de/connected-transportation-logistics/connected-transportation-a-smarter-brain-for-your-train.html);PaaS & SaaS (Platform & Software);Konnektivitaet;Produkt- & Dienstleistungseigenschaften;Logistik & Post;Planung;Plan;Plan3:
405;Vehicle Fleet Management Solution von Transcode;https://www.iotone.com/casestudy/transcode-creates-a-vehicle-fleet-management-solution-with-intel-iot-gateway/c1150;Nutzung;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;Intel mit Advantech (https://www.intel.de/content/www/de/de/connected-transportation-logistics/connected-transportation-a-smarter-brain-for-your-train.html);PaaS & SaaS (Platform & Software);Konnektivitaet;Ordnung & Sauberkeit;Logistik & Post;Planung;Plan;Plan3:
406;Blockchain Cloud Service von Oracle;https://www.iotone.com/casestudy/oracle-launches-its-blockchain-cloud-service/c1026;Nutzung;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;Oracle (https://www.oracle.com/de/application-development/cloud-services/blockchain-platform/);Blockchain;Sichtbarkeit;Sicherheit;IT;Verifizierung;Enable;Enable9-11:
406;Blockchain Cloud Service von Oracle;https://www.iotone.com/casestudy/oracle-launches-its-blockchain-cloud-service/c1026;Nutzung;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;Oracle (https://www.oracle.com/de/application-development/cloud-services/blockchain-platform/);Blockchain;Sichtbarkeit;Durchsichtigkeit;IT;Verifizierung;Enable;Enable9-11:
407;Gini & Jony Creating a Customer Focused Shopping Experience with Blockchain & IoT;https://www.iotone.com/casestudy/creating-a-customer-focused-shopping-experience-with-blockchain-amp-iot/c994;Pilotanwendung;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;Nucleus Vison (https://www.nucleus.vision/technology);DaaS (Delivery);Prognosefaehigkeit;Kundenbeziehung;Retail;Verifizierung;Deliver;Deliver4-7:
407;Gini & Jony Creating a Customer Focused Shopping Experience with Blockchain & IoT;https://www.iotone.com/casestudy/creating-a-customer-focused-shopping-experience-with-blockchain-amp-iot/c994;Pilotanwendung;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;Nucleus Vison (https://www.nucleus.vision/technology);DaaS (Delivery);Prognosefaehigkeit;Produkt- & Dienstleistungseigenschaften;Retail;Verifizierung;Deliver;Deliver4-7:
